Domain	Status	Genome ID	Genome Name	
Bacteria	Draft	2651870287	Unclassified gammaproteobacterium REDSEA-S15_B12	
Bacteria	Draft	2654587903	Unclassified gammaproteobacterium REDSEA-S27_B14	
Bacteria	Permanent Draft	2654587913	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FW BZ15	
Bacteria	Permanent Draft	2654587918	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies MB BZ198	
Bacteria	Permanent Draft	2654587932	Acidithiobacillales bacterium SM23_46	
Bacteria	Permanent Draft	2654588096	Acidithiobacillales bacterium SG8_45	
Bacteria	Permanent Draft	2663762655	Deltaproteobacteria bacterium SCGC AC-312_F05 - v2 (contamination screened)	
Bacteria	Permanent Draft	2675903705	Deltaproteobacterium sp. OalgD4	
Bacteria	Finished	2687453294	Pseudodesulfovibrio indicus J2	
Bacteria	Permanent Draft	2687453647	Desulfovibrio sp. DF1	
Bacteria	Permanent Draft	2693429974	Oceanospirillales bacterium SCGC AD-305-P06 - v2 (unscreened)	
Bacteria	Permanent Draft	2698536888	Betaproteobacteria bacterium JGI CrystG Apr3-1-J20 (unscreened)	
Bacteria	Permanent Draft	2698536959	Betaproteobacteria bacterium JGI CrystG Apr3-1-K10 (contamination screened)	
Bacteria	Permanent Draft	2700988633	Oceanospirillales bacterium SCGC AD-311-B11v3 (contamination screened)	
Bacteria	Finished	2700988708	Desulfovibrio sp. G11	
Bacteria	Permanent Draft	2708742705	Betaproteobacteria bacterium RBG_16_64_18	
Bacteria	Permanent Draft	2710264737	Gallionellales bacterium RIFCSPHIGHO2_02_FULL_57_16	
Bacteria	Permanent Draft	2710264767	Unclassified Chloroflexi sp. SA_20	
Bacteria	Permanent Draft	2711768229	Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_68_150	
Bacteria	Permanent Draft	2711768320	Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23	
Bacteria	Permanent Draft	2711768366	Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_110	
Bacteria	Permanent Draft	2711768532	Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15	
Bacteria	Permanent Draft	2711768782	Deltaproteobacteria bacterium RIFOXYD12_FULL_56_24	
Bacteria	Permanent Draft	2711768790	Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12	
Bacteria	Permanent Draft	2716884132	Ignavibacteria bacterium RIFOXYC2_FULL_35_21	
Bacteria	Permanent Draft	2716884171	Hydrogenophilales bacterium RIFOXYD1_FULL_62_11	
Bacteria	Finished	2718218000	Moorella thermoacetica DSM 103132	
Bacteria	Permanent Draft	2721755181	Nitrospirae bacterium GWC1_57_7	
Bacteria	Permanent Draft	2721755199	Nitrospirae bacterium GWC2_57_13	
Bacteria	Permanent Draft	2721755321	Deltaproteobacteria bacterium RBG_13_43_22	
Bacteria	Permanent Draft	2721755368	Deltaproteobacteria bacterium RBG_13_53_10	
Bacteria	Permanent Draft	2721755382	Gallionellales bacterium RBG_16_57_15	
Bacteria	Permanent Draft	2724679721	Desulfovibrio sp. Bin 1	
Bacteria	Permanent Draft	2728369423	Nitrospirae bacterium JdFR-81	
Bacteria	Permanent Draft	2728369691	Desulfothermus okinawensis JCM 13304	
Bacteria	Permanent Draft	2731639136	Candidatus Thioglobus sp. SCGC AG-487_M10 (contamination screened)	
Bacteria	Permanent Draft	2734482380	SAR324 cluster deltaproteobacterium SCGC AD-615_C15 (contamination screened)	
Bacteria	Permanent Draft	2734482818	Candidatus Thioglobus sp. SCGC AG-487_B03 (contamination screened)	
Bacteria	Permanent Draft	2770939422	unclassified Thermodesulfobacteriaceae Obs5_genome_093 Obs5_genome_093	
Bacteria	Permanent Draft	2770939499	Thioalbus denitrificans DSM 26407	
Bacteria	Permanent Draft	2772190877	unclassified Gammaproteobacteria Bin E5_24	
Bacteria	Finished	2775506817	Sulfuricaulis limicola HA5	
Bacteria	Permanent Draft	2784746782	Varunaivibrio sulfuroxidans DSM 101688	
Bacteria	Permanent Draft	2786546544	Aquicultor secundus CG2_30_50_142	
Bacteria	Permanent Draft	2786546654	Deltaproteobacteria bacterium CG_4_8_14_3_um_filter_51_11	
Bacteria	Permanent Draft	2786546700	Hydrogenophilales bacterium CG17_big_fil_post_rev_8_21_14_2_50_63_12	
Bacteria	Permanent Draft	2786546748	Desulfobacterales bacterium CG07_land_8_20_14_0_80_52_14	
Bacteria	Permanent Draft	2788499801	Candidatus Thiomargarita nelsonii Bin E3_30	
Bacteria	Permanent Draft	2788499809	Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_51_14	
Bacteria	Permanent Draft	2788500216	Acidiferrobacter sp. IN47	
Bacteria	Finished	2791354755	Desulfovibrio sp. 86-1	
Bacteria	Permanent Draft	2802429373	Acidiferrobacteraceae bacterium SAT1331	
Bacteria	Permanent Draft	2802429394	Acidiferrobacteraceae bacterium ARS46	
Bacteria	Permanent Draft	2802429402	Magnetovibrio sp. SP358	
Bacteria	Permanent Draft	2808606428	Chromatiales bacterium SP5GCR1	
Bacteria	Permanent Draft	2814122907	unclassified Desulfobacteraceae BinDmb149	
Bacteria	Finished	2814122939	Desulfobacteraceae bacterium bin 81	
Bacteria	Permanent Draft	2820155744	Unclassified Proteobacteria Cu122P5bin24	
Bacteria	Permanent Draft	2820823448	Unclassified Actinobacteria Nt197P3bin113	
Bacteria	Permanent Draft	2820831444	Unclassified Actinobacteria Nc150P4bin21	
Bacteria	Permanent Draft	2828971843	Desulfobacterales bacterium DeMMO2_32	
Bacteria	Permanent Draft	2828993248	Sulfuritalea sp. DeMMO2_46	
Bacteria	Permanent Draft	2829076929	Sideroxydans sp. DeMMO3_12	
Bacteria	Permanent Draft	2829146308	Anaerolineales bacterium DeMMO3_51	
Bacteria	Permanent Draft	2829153837	Thiobacillus sp. DeMMO3_55	
Bacteria	Permanent Draft	2829300981	Hydrogenophilaceae bacterium DeMMO5_24	
Bacteria	Permanent Draft	2829436569	Desulfobulbaceae bacterium DeMMO6_32	
Bacteria	Permanent Draft	2829472912	Desulfarculaceae bacterium DeMMO6_84	
Bacteria	Permanent Draft	2829480038	Desulfarculaceae bacterium DeMMO6_79	
Bacteria	Permanent Draft	2829737207	Desulfobaculum xiamenense DSM 24233	
Bacteria	Permanent Draft	2830757525	Anaerolineales bacterium DeMMO6_56	
Bacteria	Permanent Draft	2831524987	Ammonifex thiophilus SR	
Bacteria	Permanent Draft	2831634132	Ideonella sp. A 288	
Bacteria	Finished	2834890540	Moorella thermoacetica DSM 521	
Bacteria	Permanent Draft	2835554630	Thiotricheae bacterium A1423	
Bacteria	Permanent Draft	2835893937	Oceanospirillales bacterium SCGC AD-305-J20 - v2 (contamination screened) decontaminated	
Bacteria	Permanent Draft	2837014545	Sulfurisoma sediminicola BSN1	
Bacteria	Permanent Draft	2838801710	Moorella thermoacetica DSM 7417	
Bacteria	Draft	2840071692	Thiobacillus sp. BP01	
Bacteria	Permanent Draft	2881105536	Thiosymbion oneisti CBC2018	
Bacteria	Permanent Draft	2882762944	Chlorobaculum sp. 24CR	
Bacteria	Finished	2883868929	Pseudodesulfovibrio sp. zrk46	
Bacteria	Permanent Draft	2890616370	Thiothrix sp. AH-287-I11	
Bacteria	Permanent Draft	2890690344	Desulfobacter hydrogenophilus DSM 3380	
Bacteria	Permanent Draft	2890968334	Thermodesulfovibrio sp. Kuro-1	
Bacteria	Permanent Draft	2893511870	Prosthecomicrobium sp. DeMMO3_2	
Bacteria	Permanent Draft	2894041767	Thiothrix sp. AG-917-F21	
Bacteria	Permanent Draft	2894471438	Magnetospirillum sp. UT-4	
Bacteria	Permanent Draft	2894696004	Moorella humiferrea DSM 23265	
Bacteria	Permanent Draft	2894708747	Moorella sp. E308F	
Bacteria	Finished	2909993848	Dissulfurispira thermophila T55J	
Bacteria	Permanent Draft	2947463882	Desulfofustis sp. PB-SRB1-LS01-2011a	
Bacteria	Finished	2964078231	Caldichromatium japonicum No.7	
Bacteria	Permanent Draft	2964137202	Calidifontimicrobium sediminis YIM 73032	
Bacteria	Finished	2987086343	Desulfobacter hydrogenophilus AcRS1	
Bacteria	Permanent Draft	2994672015	Thiocystis violacea DSM 207	
Bacteria	Permanent Draft	2999104608	sulfur-oxidizing endosymbiont of Gigantopelta aegis Gae_SOB	
Bacteria	Finished	3000191421	Desulfolutivibrio sulfoxidireducens DSM 107105	
Bacteria	Finished	3000419316	Sterolibacteriaceae bacterium M52	
Bacteria	Permanent Draft	3000822697	Desulforhopalus vacuolatus DSM 9700	
Bacteria	Permanent Draft	3000826274	Desulfallas sp. Bu1-1	
Bacteria	Permanent Draft	8001063419	Pinisolibacter aquiterrae B13	
Bacteria	Permanent Draft	8001071466	Candidatus Magnetobacterium casensis MYR-1_YQ	
Bacteria	Permanent Draft	8001701898	Rhodobium orientis DSM 11290	
Bacteria	Permanent Draft	8001743494	Marichromatium gracile DSM 203	
Bacteria	Permanent Draft	8046375992	Aliiroseovarius subalbicans N1Y82	
Bacteria	Permanent Draft	8048531934	Desulforamulus aquiferis DSA	
Bacteria	Finished	637000093	Desulfitobacterium hafniense Y51	
Bacteria	Finished	637000094	Desulfotalea psychrophila LSv54	
Bacteria	Finished	639633026	Halorhodospira halophila SL1	
Bacteria	Finished	640427107	Candidatus Vesicomyosocius okutanii HA	
Bacteria	Finished	642555120	Chlorobaculum parvum DSM 263	
Bacteria	Finished	642555146	Pelodictyon phaeoclathratiforme BU-1	
Bacteria	Finished	643348539	Desulfovibrio vulgaris Miyazaki F	
Bacteria	Finished	643348585	Thioalkalivibrio sulfidophilus HL-EbGR7	
Bacteria	Finished	644736349	Desulfohalobium retbaense HR100, DSM 5692	
Bacteria	Finished	646564569	Sideroxydans lithotrophicus ES-1	
Bacteria	Finished	650716033	Desulfotomaculum ruminis DL, DSM 2154	
Bacteria	Permanent Draft	2508501021	Burkholderiales sp. JOSHI_001	
Bacteria	Finished	643348538	Desulfovibrio desulfuricans desulfuricans ATCC 27774	
Bacteria	Permanent Draft	2515154174	Desulfobacter curvatus DSM 3379	
Bacteria	Finished	2503754016	Desulfocurvibacter africanus Walvis Bay	
Bacteria	Finished	2506520012	Thermodesulfobacterium geofontis OPF15	
Bacteria	Permanent Draft	2512047085	Desulfococcus biacutus KMRActS	
Bacteria	Permanent Draft	2502790011	Beggiatoa sp. Orange Guaymas	
Bacteria	Permanent Draft	2516493017	Desulfitobacterium sp. LBE	
Bacteria	Finished	2521172692	Thioalkalivibrio nitratireducens DSM 14787	
Bacteria	Permanent Draft	2523533539	Desulfovibrio hydrothermalis AM13, DSM 14728	
Bacteria	Permanent Draft	2523533580	Thermodesulfatator atlanticus DSM 21156	
Bacteria	Permanent Draft	2524023145	Desulfatirhabdium butyrativorans DSM 18734	
Bacteria	Permanent Draft	2527291545	Candidatus Thioglobus sp. AB-755_D23C11 (unscreened)	
Bacteria	Permanent Draft	2527291676	Candidatus Thioglobus sp. AB-750I15AB-904 (unscreened)	
Bacteria	Finished	2561511218	Megalodesulfovibrio gigas DSM 1382	
Bacteria	Permanent Draft	2562617176	Bilophila wadsworthia 3_1_6	
Bacteria	Permanent Draft	2574180452	Humidesulfovibrio idahonensis DSM 15450	
Bacteria	Draft	2582580674	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.3415	
Bacteria	Permanent Draft	2585428067	Desulfosporosinus lacus DSM 15449	
Bacteria	Permanent Draft	2585428156	Desulfatibacillum alkenivorans DSM 16219	
Bacteria	Permanent Draft	2593339148	Desulfovibrio desulfuricans DSM 7057	
Bacteria	Draft	2593339184	Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.3520.v2	
Bacteria	Permanent Draft	2596583525	Desulforhopalus singaporensis DSM 12130	
Bacteria	Permanent Draft	2596583698	Moorella thermoacetica ATCC 39073	
Bacteria	Permanent Draft	2597490343	Magnetospirillum fulvum DSM 13234	
Bacteria	Draft	2615840511	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies LFY M6	
Bacteria	Draft	2615840518	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies UNK BY19	
Bacteria	Permanent Draft	2617270703	Alpena fountain Bin 2	
Bacteria	Permanent Draft	2617270884	Ruegeria marina CGMCC 1.9108	
Bacteria	Permanent Draft	2619619068	Desulfovibrio alkalitolerans DSM 16529	
Bacteria	Permanent Draft	2619619091	Desulfococcus multivorans DSM 2059	
Bacteria	Permanent Draft	2622736540	Humidesulfovibrio mexicanus DSM 13116	
Bacteria	Permanent Draft	2622736590	Desulfomicrobium apsheronum DSM 5918	
Bacteria	Permanent Draft	2622736598	Aliiruegeria lutimaris DSM 25294	
Bacteria	Permanent Draft	2627853875	Dethiosulfatarculus sandiegensis SPR	
Bacteria	Permanent Draft	2627853997	Clostridiales bacterium PH28_bin88	
Bacteria	Permanent Draft	2636416023	Deltaproteobacteria bacterium JGI B07061-L11 (contamination screened)	
Bacteria	Permanent Draft	2648501133	Desulfosporosinus sp. I2	
Bacteria	Finished	2651869878	Pseudodesulfovibrio indicus J2	
Bacteria	Draft	2651870286	Unclassified gammaproteobacterium REDSEA-S14_B7	
Bacteria	Permanent Draft	2654587567	Desulfocarbo indianensis SCBM	
Bacteria	Permanent Draft	2654587912	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies G BZ181	
Bacteria	Permanent Draft	2654587915	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies FW BZ131	
Bacteria	Permanent Draft	2654587956	Gammaproteobacteria bacterium SG8_11	
Bacteria	Permanent Draft	2654587964	Nitrospira bacterium SG8_3	
Bacteria	Permanent Draft	2654588094	Deltaproteobacteria bacterium SG8_13	
Bacteria	Permanent Draft	2654588100	Desulfobacterales bacterium SG8_35_2	
Bacteria	Permanent Draft	2675903225	Desulfosporosinus hippei DSM 8344	
Bacteria	Finished	2675903406	Burkholderiales bacterium GJ-E10	
Bacteria	Permanent Draft	2675903702	Gammaproteobacterium sp. OalgG3	
Bacteria	Finished	2684623112	Desulfovibrio fairfieldensis CCUG 45958	
Bacteria	Draft	2690315631	TsSOB	
Bacteria	Permanent Draft	2698537036	Syntrophaceae bacterium JGI CrystG Apr3-3-I16 (unscreened)	
Bacteria	Permanent Draft	2700988651	Oceanospirillales bacterium SCGC AD-308-C23v3 (contamination screened)	
Bacteria	Permanent Draft	2708742599	Gallionellales bacterium GWA2_59_43	
Bacteria	Permanent Draft	2708742704	Anaeromyxobacter sp. RBG_16_69_14	
Bacteria	Permanent Draft	2710264506	Burkholderiales bacterium RIFCSPHIGHO2_02_FULL_66_10	
Bacteria	Permanent Draft	2710264765	Unclassified Chloroflexi sp. SA_15	
Bacteria	Permanent Draft	2710723541	Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_69_20	
Bacteria	Permanent Draft	2711768364	Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13	
Bacteria	Permanent Draft	2711768738	Candidatus Lambdaproteobacteria bacterium RIFOXYC1_FULL_56_13	
Bacteria	Permanent Draft	2711768778	Candidatus Lambdaproteobacteria bacterium RIFOXYD12_FULL_49_8	
Bacteria	Permanent Draft	2713897430	Bacterial ectosymbiont of Kentrophoros (Beck) morphospecies DK DK161	
Bacteria	Permanent Draft	2721755233	Nitrospirae bacterium GWD2_57_9	
Bacteria	Permanent Draft	2721755290	Deltaproteobacteria bacterium RBG_13_49_15	
Bacteria	Permanent Draft	2721755292	Deltaproteobacteria bacterium RBG_13_61_14	
Bacteria	Permanent Draft	2721755301	Chloroflexi bacterium RBG_13_52_14	
Bacteria	Permanent Draft	2721755303	Chloroflexi bacterium RBG_13_60_13	
Bacteria	Permanent Draft	2721755339	Nitrospirae bacterium RBG_13_39_12	
Bacteria	Permanent Draft	2721755359	Candidatus Schekmanbacteria bacterium RBG_13_48_7	
Bacteria	Permanent Draft	2724679120	Ruegeria marisrubri ZGT118	
Bacteria	Permanent Draft	2724679642	Thermosulfurimonas dismutans S95	
Bacteria	Permanent Draft	2728369438	Nitrospirae bacterium JdFR-85	
Bacteria	Permanent Draft	2728369708	Thermodesulfovibrio aggregans JCM 13213	
Bacteria	Permanent Draft	2731639146	Candidatus Thioglobus sp. SCGC AG-487_O15 (contamination screened)	
Bacteria	Permanent Draft	2751185423	Unclassified Burkholderiales HKU-PRO3	
Bacteria	Permanent Draft	2751185424	Unclassified Burkholderiales HKU-PRO4	
Bacteria	Permanent Draft	2751185570	Chlorobiales bacterium Clorobi_01	
Bacteria	Permanent Draft	2751185578	Syntrophobacterales bacterium Delta_01	
Bacteria	Finished	2751185674	Chromatiaceae bacterium 2141T.STBD.0c.01a	
Bacteria	Finished	2751185712	Prosthecochloris sp. HL-GSB HL-130-GSB	
Bacteria	Permanent Draft	2757320503	Unclassified Desulfobacterales bin111	
Bacteria	Permanent Draft	2770939412	unclassified Ignavibacteriae Obs5_genome_083 Obs5_genome_083	
Bacteria	Permanent Draft	2770939413	unclassified Thermodesulfobacteriaceae Obs5_genome_084 Obs5_genome_084	
Bacteria	Permanent Draft	2786546142	Thiohalophilus thiocyanatoxydans DSM 16326	
Bacteria	Permanent Draft	2786546212	Armatimonadetes bacterium CG_4_10_14_3_um_filter_66_18	
Bacteria	Permanent Draft	2786546390	Nitrospirae bacterium CG02_land_8_20_14_3_00_41_53	
Bacteria	Permanent Draft	2786546643	Deltaproteobacteria bacterium CG06_land_8_20_14_3_00_44_19	
Bacteria	Permanent Draft	2786546649	Deltaproteobacteria bacterium CG12_big_fil_rev_8_21_14_0_65_43_10	
Bacteria	Permanent Draft	2786546729	Syntrophobacterales bacterium CG_4_8_14_3_um_filter_58_8	
Bacteria	Permanent Draft	2786546933	Syntrophobacteraceae bacterium CG07_land_8_20_14_0_80_61_8	
Bacteria	Permanent Draft	2788499826	Sulfurirhabdus autotrophica DSM 100309	
Bacteria	Permanent Draft	2788499957	Desulfobacteraceae bacterium CG2_30_51_40	
Bacteria	Permanent Draft	2788500325	Desulfobacter sp. ARS36	
Bacteria	Permanent Draft	2811994909	unclassified Deltaproteobacteria BinDmb239	
Bacteria	Permanent Draft	2811995097	Desulfovibrio sp. SP109	
Bacteria	Permanent Draft	2823931327	Desulfovibrio ferrophilus IS5	
Bacteria	Permanent Draft	2828909032	Nitrospira bacterium DeMMO2_3	
Bacteria	Permanent Draft	2828928571	Desulfobacteraceae bacterium DeMMO2_10	
Bacteria	Permanent Draft	2829086156	Desulfobacteraceae bacterium DeMMO3_16	
Bacteria	Permanent Draft	2829097930	Zixibacteria bacterium DeMMO3_21	
Bacteria	Permanent Draft	2829201948	Desantisbacteria bacterium DeMMO4_10	
Bacteria	Permanent Draft	2829238571	Nitrospiraceae bacterium DeMMO4_33	
Bacteria	Permanent Draft	2829256892	Eubacteriales bacterium DeMMO5_3	
Bacteria	Permanent Draft	2829297275	Rhodocyclaceae bacterium DeMMO5_23	
Bacteria	Permanent Draft	2829383823	Syntrophobacterales bacterium DeMMO6_13	
Bacteria	Permanent Draft	2829507080	Deltaproteobacteria bacterium DeMMO6_64	
Bacteria	Permanent Draft	2831563503	Desulfamplus magnetovallimortis ERS1571938	
